-24.80170030,-65.44996816,107.0
-24.80259871,-65.44817162
-24.80080206,-65.44817160
-24.79900538,-65.44817155
-24.80170031,-65.44637490
-24.79990371,-65.44637493
-24.79810710,-65.44637495
-24.80259868,-65.44457832
-24.80080202,-65.44457829
-24.79900540,-65.44457830
-24.79720877,-65.44457830
-24.80349697,-65.44278167
-24.80170036,-65.44278169
-24.79990370,-65.44278166
-24.79810711,-65.44278170
-24.79631041,-65.44278163
-24.79451382,-65.44278167
-24.80259867,-65.44098505
-24.80080203,-65.44098504
-24.79900536,-65.44098500
-24.79720874,-65.44098501
-24.79541213,-65.44098503
-24.79361556,-65.44098509
-24.80349699,-65.43918843
-24.80170033,-65.43918840
-24.79990371,-65.43918841
-24.79810706,-65.43918839
-24.79631046,-65.43918842
-24.79451379,-65.43918838
-24.79271717,-65.43918839
-24.79092052,-65.43918837
-24.76936102,-65.43918844
-24.80439530,-65.43739179
-24.80259867,-65.43739179
-24.80080207,-65.43739182
-24.79900539,-65.43739177
-24.79720873,-65.43739174
-24.79541215,-65.43739179
-24.79361553,-65.43739180
-24.79181891,-65.43739182
-24.79002224,-65.43739178
-24.78822560,-65.43739177
-24.77205596,-65.43739180
-24.77025928,-65.43739175
-24.80349702,-65.43559520
-24.80170033,-65.43559514
-24.79990371,-65.43559515
-24.79810708,-65.43559515
-24.79631050,-65.43559520
-24.79451380,-65.43559513
-24.79271720,-65.43559516
-24.79092054,-65.43559513
-24.78912397,-65.43559519
-24.78732735,-65.43559520
-24.78553067,-65.43559515
-24.77295428,-65.43559518
-24.77115761,-65.43559514
-24.76936104,-65.43559520
-24.80439529,-65.43379852
-24.80259869,-65.43379855
-24.80080199,-65.43379848
-24.79900538,-65.43379850
-24.79720880,-65.43379855
-24.79541210,-65.43379848
-24.79361549,-65.43379850
-24.79002229,-65.43379857
-24.78822566,-65.43379857
-24.78642903,-65.43379857
-24.78463239,-65.43379856
-24.78283569,-65.43379849
-24.77564916,-65.43379848
-24.77385260,-65.43379855
-24.77205591,-65.43379849
-24.77025927,-65.43379848
-24.76846269,-65.43379853
-24.80529364,-65.43200193
-24.80349695,-65.43200187
-24.80170036,-65.43200191
-24.79990376,-65.43200194
-24.79810709,-65.43200190
-24.79631042,-65.43200186
-24.79451378,-65.43200185
-24.79271724,-65.43200194
-24.78732735,-65.43200194
-24.78553070,-65.43200192
-24.78373406,-65.43200191
-24.78193742,-65.43200190
-24.78014080,-65.43200191
-24.77654753,-65.43200191
-24.77475087,-65.43200188
-24.77295421,-65.43200185
-24.77115761,-65.43200188
-24.76936103,-65.43200193
-24.80619197,-65.43020531
-24.80439528,-65.43020525
-24.80259869,-65.43020529
-24.80080199,-65.43020522
-24.79900537,-65.43020523
-24.79720877,-65.43020526
-24.79541212,-65.43020524
-24.79361551,-65.43020526
