-24.73987554,-65.42141505,214.0
-24.73628230,-65.42141507
-24.73268908,-65.42141511
-24.72909578,-65.42141507
-24.72550253,-65.42141508
-24.72190929,-65.42141510
-24.71831603,-65.42141510
-24.73807891,-65.41782178
-24.73448569,-65.41782182
-24.73089239,-65.41782178
-24.72729912,-65.41782177
-24.72370593,-65.41782184
-24.72011261,-65.41782178
-24.71651943,-65.41782186
-24.73987557,-65.41422855
-24.73628236,-65.41422860
-24.73268905,-65.41422855
-24.72909579,-65.41422855
-24.72550255,-65.41422857
-24.72190929,-65.41422857
-24.71831599,-65.41422853
-24.73807891,-65.41063526
-24.73448573,-65.41063534
-24.73089239,-65.41063526
-24.72370591,-65.41063530
-24.72011269,-65.41063534
-24.71651943,-65.41063534
-24.73987559,-65.40704205
-24.73628227,-65.40704199
-24.73268907,-65.40704205
-24.72909583,-65.40704207
-24.72550256,-65.40704206
-24.72190925,-65.40704201
-24.71831599,-65.40704201
-24.71472271,-65.40704200
-24.71112945,-65.40704200
-24.74167222,-65.40344879
-24.73807892,-65.40344875
-24.73448568,-65.40344877
-24.73089246,-65.40344881
-24.72729917,-65.40344878
-24.72370588,-65.40344875
-24.72011261,-65.40344874
-24.71651941,-65.40344880
-24.71292613,-65.40344879
-24.73987557,-65.39985551
-24.73628234,-65.39985554
-24.73268902,-65.39985548
-24.72909581,-65.39985553
-24.72550252,-65.39985550
-24.72190930,-65.39985554
-24.71831602,-65.39985552
-24.71472270,-65.39985547
-24.75245203,-65.39626229
-24.74885877,-65.39626229
-24.74526547,-65.39626226
-24.74167217,-65.39626222
-24.73807898,-65.39626229
-24.73448572,-65.39626229
-24.73089240,-65.39626223
-24.72729918,-65.39626227
-24.72370595,-65.39626230
-24.72011265,-65.39626226
-24.71651939,-65.39626226
-24.71292613,-65.39626227
-24.73987560,-65.39266902
-24.73628228,-65.39266896
-24.72909580,-65.39266900
-24.72550250,-65.39266896
-24.72190930,-65.39266902
-24.71831604,-65.39266902
-24.71472272,-65.39266897
-24.74167220,-65.38907573
-24.73807895,-65.38907574
-24.71651939,-65.38907574
-24.73628231,-65.38548246
