-24.79332165,-65.45976498,267.5
-24.78883004,-65.45976494
-24.78433848,-65.45976496
-24.79107582,-65.45527336
-24.78658427,-65.45527338
-24.78209271,-65.45527340
-24.79781322,-65.45078182
-24.79332158,-65.45078176
-24.78883001,-65.45078176
-24.78433846,-65.45078179
-24.77535531,-65.45078179
-24.79556744,-65.44629025
-24.79107585,-65.44629024
-24.78658420,-65.44629016
-24.78209271,-65.44629025
-24.77760106,-65.44629018
-24.77310953,-65.44629022
-24.78883007,-65.44179866
-24.77984685,-65.44179860
-24.77535535,-65.44179867
-24.77086374,-65.44179864
-24.77760104,-65.43730701
-24.77310954,-65.43730708
