-24.81817441,-65.47825498,267.5
-24.81592869,-65.47376347
-24.81143711,-65.47376346
-24.81817441,-65.46927183
-24.81368289,-65.46927188
-24.80919134,-65.46927191
-24.81592861,-65.46478024
-24.80694548,-65.46478026
-24.81817449,-65.46028875
-24.81368286,-65.46028869
-24.80469969,-65.46028868
-24.80020817,-65.46028873
-24.81592864,-65.45579712
-24.81143712,-65.45579717
-24.80245392,-65.45579712
-24.81368292,-65.45130560
-24.80919133,-65.45130559
-24.81143712,-65.44681401
-24.80694551,-65.44681398
-24.80919127,-65.44232238
-24.80694552,-65.43783084
