-24.86780318,-65.47420482,267.5
-24.86331161,-65.47420482
-24.86555744,-65.46971329
-24.86106590,-65.46971332
-24.85657427,-65.46971327
-24.86331162,-65.46522167
-24.85882011,-65.46522174
-24.85432848,-65.46522169
-24.84983691,-65.46522169
-24.84534539,-65.46522175
-24.86106585,-65.46073012
-24.85657432,-65.46073017
-24.85208276,-65.46073018
-24.84759111,-65.46073011
-24.84309956,-65.46073014
-24.83860801,-65.46073016
-24.85882010,-65.45623858
-24.85432845,-65.45623851
-24.84983692,-65.45623855
-24.84534539,-65.45623860
-24.84085373,-65.45623852
-24.83636217,-65.45623853
-24.86106589,-65.45174700
-24.85657432,-65.45174701
-24.85208271,-65.45174697
-24.84759116,-65.45174700
-24.84309960,-65.45174702
-24.83860797,-65.45174696
-24.83411645,-65.45174702
-24.82962483,-65.45174698
-24.82513322,-65.45174694
-24.85882003,-65.44725536
-24.85432853,-65.44725544
-24.84983692,-65.44725540
-24.84534533,-65.44725539
-24.84085379,-65.44725543
-24.85657428,-65.44276382
-24.85208272,-65.44276383
-24.84759117,-65.44276386
-24.84309960,-65.44276387
-24.83860800,-65.44276384
-24.83411644,-65.44276386
-24.85432851,-65.43827226
-24.84983689,-65.43827221
-24.84534532,-65.43827222
-24.84085380,-65.43827228
-24.83636215,-65.43827220
-24.85657428,-65.43378067
-24.85208276,-65.43378072
-24.84759117,-65.43378071
-24.84309954,-65.43378066
-24.83860796,-65.43378065
-24.83411643,-65.43378070
-24.85432849,-65.42928909
-24.84983690,-65.42928907
-24.84534538,-65.42928913
-24.84085374,-65.42928907
-24.83636219,-65.42928909
-24.83187062,-65.42928910
-24.82737905,-65.42928910
-24.85208267,-65.42479748
-24.84309959,-65.42479756
-24.83860795,-65.42479749
-24.83411640,-65.42479752
-24.82962482,-65.42479752
-24.82513327,-65.42479754
-24.82064167,-65.42479752
-24.84534539,-65.42030599
-24.84085376,-65.42030594
-24.83636215,-65.42030590
-24.83187060,-65.42030593
-24.82737905,-65.42030595
-24.82288749,-65.42030597
-24.81839584,-65.42030590
-24.81390429,-65.42030592
-24.84309951,-65.41581432
-24.83860799,-65.41581437
-24.83411638,-65.41581434
-24.82962480,-65.41581434
-24.82513325,-65.41581436
-24.82064167,-65.41581436
-24.81615013,-65.41581440
-24.84085376,-65.41132279
-24.83636218,-65.41132278
-24.83187063,-65.41132281
-24.82737904,-65.41132279
-24.82288750,-65.41132283
-24.81839589,-65.41132280
-24.84759115,-65.40683123
-24.84309951,-65.40683117
-24.83860799,-65.40683122
-24.83411641,-65.40683122
-24.82962483,-65.40683122
-24.82513327,-65.40683123
-24.82064169,-65.40683123
-24.85882010,-65.40233966
-24.85432849,-65.40233963
-24.84983692,-65.40233963
-24.84534534,-65.40233963
-24.84085375,-65.40233962
-24.83636223,-65.40233967
-24.83187061,-65.40233963
-24.82737909,-65.40233968
-24.82288749,-65.40233966
-24.86106586,-65.39784806
-24.85657426,-65.39784804
-24.85208272,-65.39784807
-24.84759115,-65.39784808
-24.84309960,-65.39784811
-24.83860801,-65.39784809
-24.83411638,-65.39784804
-24.82962483,-65.39784807
-24.82513326,-65.39784807
-24.85882007,-65.39335648
-24.85432854,-65.39335653
-24.84983692,-65.39335648
-24.84534539,-65.39335653
-24.84085380,-65.39335652
-24.83636222,-65.39335651
-24.83187060,-65.39335647
-24.82737904,-65.39335648
-24.84309951,-65.38886486
-24.83860795,-65.38886487
-24.83411645,-65.38886495
-24.82962482,-65.38886490
-24.82513325,-65.38886490
-24.84085378,-65.38437335
-24.83636224,-65.38437338
-24.83187066,-65.38437338
-24.82737907,-65.38437336
-24.83860802,-65.37988179
